,Abrangência/ Cobertura,Assunto/ palavras-chave,Autor,Data,Descrição,Identifier,Título
416,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1977.16.221,"Fotografia||Villa-Lobos, Arminda, Sonia Maria Strutt e Nancy Quan, esposa do Dr. Stuart Quan, no Alrae Hotel"
417,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1977.16.220,"Fotografia||Da dir. para esq.: Bidu Sayão, o diplomata Jayme de Barros, Arminda, Villa-Lobos, Carleton Sprague Smith, Marina de Pádua Barros (esposa de Jayme de Barros), Olga Praguer Coelho"
418,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1977.16.219,Fotografia||Villa-Lobos e não identificadas
419,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1977.16.217,Fotografia||Villa-Lobos com o diplomata Jayme de Barros e Bidu Sayão
420,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1982.16.046,Fotografia||Villa-Lobos e Arminda
421,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1980.16.157,"Fotografia||Da dir. para esq.: Arminda, Marina de Barros, esposa do embaixador Jayme de Barros, não identificada, a pianista Sonia Maria Strutt, sobrinha de Arminda, a soprano Bidú Sayão e Villa-Lobos"
422,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1982.16.087,"Fotografia||Villa-Lobos, sua sobrinha Sonia Maria Strutt e Dora Vasconcellos"
423,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1982.16.010,Fotografia||Villa-Lobos
424,,10 Comunicação > 10.1 Documento,Não identificado,1959,"Com a dedicatória “A Heitor Villa-Lobos avec mon amitié à l’homme et mon admiration au grand musucien . Xalapa, janvier 1959”.",1980.16.171,Fotografia||Pablo Casals
425,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1977.16.310,Fotografia||Sonia Maria Strutt ao piano junto com orquestra
426,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1977.16.303,Fotografia||Villa-Lobos e Arminda
427,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1977.16.299,"Fotografia||Nancy Quan, esposa do Dr. Quan médico de Villa-Lobos, Sonia Maria Strutt e Arminda"
428,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1977.16.260,"Fotografia||Da dir. para esq., de pé: Villa-Lobos, Gilberto Amado, Marina e Jayme de Barros; sentados: Olga Praguer Coelho e Andrés Segóvia"
429,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1977.16.236,Fotografia||Villa-Lobos fumando cigarro
430,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1977.16.229,"Fotografia||Villa-Lobos e Dr. Stuart Quan, seu médico"
431,,10 Comunicação > 10.1 Documento,Não identificado,1959,,1977.16.218,"Fotografia||Villa-Lobos com Marina de Pádua, esposa do diplomata Jayme de Barros"
432,EUA,10 Comunicação > 10.1 Documento,Não identificado,1959,,1982.16.191,"Fotografia||Villa-Lobos, Sonia Maria Strutt e Dora Vasconcellos"
433,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.065,"Fotografia||Villa-Lobos, o violoncelista francês André Navarra, com a câmera na mão, e outros artistas não identificados"
434,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1980.16.085,"Fotografia||Villa-Lobos, Arminda, e outros não identificados"
435,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1980.16.142,"Fotografia||Villa-Lobos e membros do Club des Trois Centres, por ocasião de uma palestra do compositor"
436,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1980.16.069,Fotografia||Villa-Lobos segurando charuto em frente de uma orquestra não identificada
437,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1977.16.293,Fotografia||Villa-Lobos regendo no Conservatório Raschmaninoff
438,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1977.16.292,Fotografia||Villa-Lobos regendo no Conservatório Raschmaninoff
439,,10 Comunicação > 10.1 Documento,Não identificado,1958,,2002.16.188,Fotografia||Villa-Lobos durante a sessão de gravação de “Floresta do Amazonas”
440,,10 Comunicação > 10.1 Documento,Não identificado,1958,,2002.16.018,"Fotografia||Guiomar Novaes, Arminda e Villa-Lobos no Hotel Alrae"
441,,10 Comunicação > 10.1 Documento,Não identificado,1958,,2001.16.003,Fotografia||Villa-Lobos durante a sessão de gravação de ‘Floresta do Amazonas’
442,,10 Comunicação > 10.1 Documento,Não identificado,1958,,2001.16.002,Fotografia||Villa-Lobos. Villa-Lobos durante a sessão de gravação de ‘Floresta do Amazonas’
443,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.146.29,Fotografia||Villa-Lobos durante a sessão de gravação de ‘Floresta do Amazonas’
444,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.146.28,Fotografia||Villa-Lobos sentado com estante e partitura
445,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.146.27,Fotografia||Detalhe do Coro durante a sessão de gravação de ‘Floresta do Amazonas’
446,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.146.22,Fotografia||Villa-Lobos e Bidú Sayão durante a sessão de gravação de ‘Floresta do Amazonas’
447,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.146.19,Fotografia||Villa-Lobos e Bidú Sayão durante a sessão de gravação de ‘Floresta do Amazonas’
448,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.146,Fotografia||Folha de contato - Villa-Lobos durante a sessão de gravação de ‘Floresta do Amazonas’
449,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.145.25,Fotografia||Detalhe da orquestra Symphony of the Air durante a sessão de gravação de ‘Floresta do Amazonas’
450,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.145.24,Fotografia||Detalhe da orquestra Symphony of the Air durante a sessão de gravação de ‘Floresta do Amazonas’
451,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.145,Fotografia||Folha de contato - Villa-Lobos durante a sessão de gravação de ‘Floresta do Amazonas’
452,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.144.11,Fotografia||Villa-Lobos durante a sessão de gravação de ‘Floresta do Amazonas’
453,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.144,Fotografia||Folha de contato - Villa-Lobos durante a sessão de gravação de ‘Floresta do Amazonas’
454,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.143.30,Fotografia||Villa-Lobos durante a sessão de gravação de ‘Floresta do Amazonas’
455,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.143.20,Fotografia||Villa-Lobos e o maestro Walter Burle Marx durante a sessão de gravação de ‘Floresta do Amazonas’
456,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.143.17,Fotografia||Orquestra Symphony of the Air durante a sessão de gravação de ‘Floresta do Amazonas’
457,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.143.16,Fotografia||Detalhe da orquestra Symphony of the Air durante a sessão de gravação de ‘Floresta do Amazonas’
458,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.143.10,Fotografia||Villa-Lobos durante a sessão de gravação de ‘Floresta do Amazonas’
459,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.143,Fotografia||Folha de contato - Villa-Lobos durante a sessão de gravação de ‘Floresta do Amazonas’
460,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.142.11,Fotografia||Villa-Lobos regendo durante a sessão de gravação de ‘Floresta do Amazonas’
461,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.142,"Fotografia||Folha de contato - Villa-Lobos durante a sessão de gravação de ‘Floresta do Amazonas’. Nova York, década de 1958."
462,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.141.17,Fotografia||Bidu Sayão durante a sessão de gravação de ‘Floresta do Amazonas’
463,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.141.15,Fotografia||Villa-Lobos regendo durante a sessão de gravação de ‘Floresta do Amazonas’
464,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.141,Fotografia||Folha de contato - Villa-Lobos durante a sessão de gravação de ‘Floresta do Amazonas’
465,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.140,Fotografia||Folha de contato - Villa-Lobos durante a sessão de gravação de “Floresta do Amazonas”
466,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.275,"Fotografia||O compositor Walter Burle Marx, Villa-Lobos e Guilherme Espinosa, durante a gravação da Floresta do Amazonas"
467,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.239,Fotografia||Folha de contato - Villa-Lobos durante a sessão de gravação de ‘Floresta do Amazonas’
468,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.236,Fotografia||Folha de contato - Villa-Lobos durante a sessão de gravação de “Floresta do Amazonas”
469,EUA > Nova York,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.110,"Fotografia||Arminda, Guiomar Novaes e Villa-Lobos, no Hotel Alrae"
470,EUA > Nova York,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.109,"Fotografia||Arminda, Guiomar Novaes e Villa-Lobos, no Hotel Alrae"
471,EUA > Nova York,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.108,"Fotografia||Arminda, Guiomar Novaes, Villa-Lobos e Dora Vasconcellos, no Hotel Alrae"
472,EUA > Nova York,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.107,"Fotografia||Arminda, Guiomar Novaes, Villa-Lobos e Dora Vasconcellos, no Hotel Alrae"
473,EUA > Nova York,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.106,"Fotografia||Villa-Lobos, entre a pianista de Guiomar Novaes e Dora Vasconcellos, no Hotel Alrae"
474,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.047,"Fotografia||Villa-Lobos ao lado do compositor George Auric, ao centro, e outros não identificados, por ocasião de um jantar na Sociedade de Autores de Nova York"
475,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.041,Fotografia||Villa-Lobos e o violonista Laurindo Almeida
476,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.039,Fotografia||Villa-Lobos e a soprano Phyllis Curtin no ensaio da ‘Bachianas Brasileiras N° 5’ no Town Hall
477,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.013,Fotografia||Villa-Lobos ajustando um aparelho de TV
478,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.009,Fotografia||Villa-Lobos e a soprano Phyllis Curtin no ensaio da “Bachianas Brasileiras Nº 5” no Town Hall
479,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1980.16.175.28,Fotografia||Villa-Lobos e a soprano Bidú Sayão durante a sessão de gravação de ‘Floresta do Amazonas’
480,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1980.16.175.17,Fotografia||Villa-Lobos regendo
481,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1980.16.175,Fotografia||Folha de contato - Villa-Lobos durante a sessão de gravação de “Floresta do Amazonas”
482,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1977.16.298,Fotografia||Villa-Lobos entre Walter Burle Marx e Sonia Maria Strutt
483,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1977.16.296,"Fotografia||Villa-Lobos, Arminda e não identificados"
484,,10 Comunicação > 10.1 Documento,Não identificado,1958,São duas versões desta foto. Uma é uma fotomontagem onde o rosto de Villa-Lobos foi colado no corpo de Érico Veríssimo. A outra é o original descrito pela legenda.,1977.16.258,"Fotografia||Arminda, Érico Veríssimo (de sobretudo claro) e Bidu Sayão"
485,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1977.16.206,Fotografia||Villa-Lobos barbeando-se e Arminda
486,EUA > Nova York,10 Comunicação > 10.1 Documento,Não identificado,1958,,1977.16.205,Fotografia||Villa-Lobos e Mindinha desembarcando no Aeroporto de Nova York
487,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.039,Fotografia||Villa-Lobos e um colaborador do filme ‘Green Mansions’ por ocasião de uma recepção em homenagem ao maestro
488,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1980.16.172,"Fotografia||Villa-Lobos com a atriz Audrey Hepburn e seu marido, Mel Ferrer, diretor do filme “Green Mansions”, com música de Villa-Lobos"
489,,10 Comunicação > 10.1 Documento,Não identificado,1958,"Na frente da cópia maior, tem datilografado “Maestro Heitor Villa-Lobos e guitarrista Laurindo Almeida. 1959” e no verso uma anotação, provavelmente de Arminda, identificando Laurindo, local e ano de 1958. Obs 2: No verso da foto, plastificada tem um carimbo “Laurindo Almeida. 6488 mary Ellen Ave. Van Nuys, Calif.”. ",1980.16.127,Fotografia||Villa-Lobos e o violonista Laurindo Almeida
490,EUA,10 Comunicação > 10.1 Documento,Não identificado,1958,,1977.16.199,"Fotografia||Villa-Lobos e Anthony Perkins, por ocasião das filmagens de Green Mansions"
491,,10 Comunicação > 10.1 Documento,Não identificado,1958,"Da dir. para esq.: Octacílio Braga, Lia Salgado, Villa-Lobos, não identificada, Heli Menegale, não identificada e o ministro Clóvis Salgado.",1985.16.018,Fotografia||Almoço na residência de Octacílio Braga
492,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.171,"Fotografia||Villa-Lobos regendo o “Momoprecoce” no Concerto da Juventude com o solo da pianista, sua sobrinha, Sonia Maria Strutt. Theatro Municipal do Rio de Janeiro"
493,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1982.16.032,"Fotografia||Da dir. para esq.: o ministro da Educação Clóvis Salgado, Orlando Calaza, Octacílio Braga, Delso Renault, Villa-Lobos, Heli Menengale em almoço na residência de Octacílio Braga"
494,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1983.16.034,"Fotografia||Villa-Lobos, Arminda, Rainha Elizabeth da Bélgica e não identificados, após concerto com a Orquestra Sinfônica da Bélgica"
495,,10 Comunicação > 10.1 Documento,Não identificado,1958,"No verso em forma de cartão postal “A bordo do avião, 26/10/958. A todos os nossos queridos as grandes saudades. Já se sabe que Mindinha está dormindo. Beijos e abraços. Os filhos que pedem a benção. Arminda e Villa-Lobos.” Ao lado o endereçamento “Senhora H. Neves d’Almeida. Rua Marques de Abrantes, 189 apt 601. Botafogo. Rio Brasil”. O cartão tem o selo dos Estados Unidos e foi postado em novembro de 1958.",1982.16.033,Fotografia||Villa-Lobos e Arminda a bordo de um avião em viagem para os EUA
496,,10 Comunicação > 10.1 Documento,Não identificado,1958,,1977.16.291,Fotografia||Villa-Lobos sentado junto ao piano e não identificado
497,,10 Comunicação > 10.1 Documento,Não identificado,1958,"Com a dedicatória “Mindinha, 26 de julho é o aniversário da minha eterna noivinha é por isso que estou sorrindo... Teu Benzinho. Villa-Lobos”.",1977.16.289,Fotografia||Villa-Lobos fumando charuto sentado ao piano
498,Venezuela > Caracas,10 Comunicação > 10.1 Documento,Não identificado,1958,,1980.16.093,Fotografia||Villa-Lobos no Festival de Música Latino-americana
499,Suécia > Estocolmo,10 Comunicação > 10.1 Documento,Não identificado,1958,,1980.16.088,Fotografia||Villa-Lobos entre não identificados
500,,10 Comunicação > 10.1 Documento,Não identificado,[1957],"No canto esquerdo, o 2º da esq. p/ dir. Octacílio de Souza Braga.",1977.16.168,"Fotografia||Villa-Lobos na Secretaria de Educação recebendo a Medalha Anchieta e Cultura, por ocasião de seu 70º aniversário"
501,,10 Comunicação > 10.1 Documento,Não identificado,1957,,1983.16.074,"Fotografia||Villa-Lobos com o musicólogo Luiz Heitor Corrêa de Azevedo, por ocasião da audição do disco “Descobrimento do Brasil”, em Paris"
502,,10 Comunicação > 10.1 Documento,Não identificado,1957,,1982.16.028,"Fotografia||Villa-Lobos com o Reitor da Universidade de Paris, na Cidade Universitária"
503,,10 Comunicação > 10.1 Documento,Não identificado,1957,,1980.16.108,"Fotografia||Villa-Lobos e Luiz Heitor Corrêa de Azevedo, folclorista, musicólogo e Representante do Brasil na UNESCO. Audição do disco “Descobrimento do Brasil”"
504,,10 Comunicação > 10.1 Documento,Não identificado,1957,,1980.16.107,"Fotografia||Villa-Lobos, Luis Heitor Correa de Azevedo, folclorista, musicólogo e Representante do Brasil na UNESCO, e Jacques Chailley. Audição do disco ‘Descobrimento do Brasil’"
505,,10 Comunicação > 10.1 Documento,Não identificado,1957,,1977.16.251,"Fotografia||Villa-Lobos com o musicólogo Luiz Heitor Corrêa de Azevedo, à sua esquerda, por ocasião da audição do disco “Descobrimento do Brasil”"
506,,10 Comunicação > 10.1 Documento,Não identificado,1957,"Nos fotogramas se reconhece Villa-Lobos, Bidú Sayão e Marcos Romero. Obs: No verso da folha “coleção Marcos Romero. Lewinsohn Stadium. Nova York. Verão de 1957”.",2008.16.053,Fotografia||Folha de contato. Concerto com regência de Villa-Lobos e solo de Bidu Sayão. Lewinsohn Stadium
