,Abrangência/ Cobertura,Assunto/ palavras-chave,Descrição,Identifier,Tipo do recurso,Título
734,"Minas Gerais||Belo Vale||-20,412047024547334  -43,98125081199492||Não informado",Não encontrado.,img_0701_004.jpg||img_0701_004.jpg,Não encontrado.||Não informado,Edificação,Fazenda da Boa Esperança: casa||Fazenda da Boa Esperança: casa
735,"Minas Gerais||Bom Jesus do Amparo||-19,703969400000005  -43,4757167||Não informado",Não encontrado.,img_0901_019.jpg||img_0901_019.jpg,Não encontrado.||Não informado,Edificação,Fazenda do Rio São João: casa||Fazenda do Rio São João: casa
736,"Minas Gerais||Caeté||-19,898447199999996  -43,6708667||Não informado",Não encontrado.,img_1003_001.jpg||img_1003_001.jpg,Não encontrado.||Não informado,Edificação,Igreja de Nossa Senhora do Rosário - Caeté||Igreja de Nossa Senhora do Rosário - Caeté
737,"Minas Gerais||Ouro Preto||-20,38441741013334  -43,50367962244262||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
738,"Minas Gerais||Conceição do Mato Dentro||-19,034602776453806  -43,425791410773485||Não informado",Não encontrado.,,Não encontrado.||Não informado,Artefato,
739,"São Paulo||São José do Barreiro||-22,642672199999993  -44,5781||Não informado",Não encontrado.,Fazenda do Pau d||Fazenda do Pau d,Não encontrado.||Não informado,Edificação,Fazenda do Pau d||Fazenda do Pau d
740,"São Paulo||Iguape||-24,7087528  -47,5563083||Não informado",Não encontrado.,Casa_Shimizu_Simone_Scifone.jpg||Casa_Shimizu_Simone_Scifone.jpg,Não encontrado.||Não informado,Conjunto Arquitetônico,Imigração Japonesa||Imigração Japonesa
741,"São Paulo||São Carlos||-22,136946210262227  -47,85539045716469||Não informado",Não encontrado.,fazenda pinhal.jpg,Não encontrado.||Não informado,Conjunto Arquitetônico,Fazenda do Pinhal
742,"São Paulo||Santos||-23,931541699999997  -46,3337167||Não informado",Não encontrado.,,Não encontrado.||Não informado,Acervo,
743,"São Paulo||Santos||-23,936294400000005  -46,3421139||Não informado",Não encontrado.,,Não encontrado.||Não informado,Conjunto Arquitetônico,
744,"São Paulo||Santos||-23,932827800000002  -46,3270167||Não informado",Não encontrado.,Igreja da Ordem Terceira de Nossa Senhora do Monte do Carmo.jpg||Igreja da Ordem Terceira de Nossa Senhora do Monte do Carmo.jpg,Não encontrado.||Não informado,Edificação,Igreja da Ordem Terceira de Nossa Senhora do Monte do Carmo - Santos||Igreja da Ordem Terceira de Nossa Senhora do Monte do Carmo - Santos
745,"São Paulo||Santana de Parnaíba||-23,4454389  -46,91423330000001||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
746,"São Paulo||Santana de Parnaíba||-23,4454389  -46,91423330000001||Não informado",Não encontrado.,"Casa à Praça da Matriz, 19 e 25.jpg||Casa à Praça da Matriz, 19 e 25.jpg",Não encontrado.||Não informado,Conjunto Arquitetônico,"Casa à Praça da Matriz, 19 e 25||Casa à Praça da Matriz, 19 e 25"
747,"São Paulo||Santana de Parnaíba||-23,4454389  -46,91423330000001||Não informado",Não encontrado.,"Capela de Nossa Senhora da Conceição, em Voturuna_2.jpg",Não encontrado.||Não informado,Edificação,"Capela de Nossa Senhora da Conceição, em Voturuna"
748,"São Paulo||Rio Claro||-22,412102799999968  -47,574013900000004||Não informado",Não encontrado.,Rio claro3.jpg||Rio claro3.jpg||Rio claro3.jpg,Não encontrado.||Não informado,Edificação,Sobrado do Barão de Dourados||Sobrado do Barão de Dourados||Sobrado do Barão de Dourados
749,"São Paulo||Registro||-24,495636099999995  -47,845122200000006||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
750,"São Paulo||Registro||-24,495636099999995  -47,845122200000006||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
751,"São Paulo||Registro||-24,495636099999995  -47,845122200000006||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
752,"São Paulo||Registro||-24,495636099999995  -47,845122200000006||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
753,"São Paulo||Registro||-24,495636099999995  -47,845122200000006||Não informado",Não encontrado.,,Não encontrado.||Não informado,Coleção,
754,"São Paulo||Registro||-24,495636099999995  -47,845122200000006||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Edificação,Logo Patrimônio Cultural
755,"São Paulo||Registro||-24,495636099999995  -47,845122200000006||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
756,"São Paulo||Registro||-24,495636099999995  -47,845122200000006||Não informado",Não encontrado.,,Não encontrado.||Não informado,Conjunto Arquitetônico,
757,"São Paulo||Registro||-24,495636099999995  -47,845122200000006||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Edificação,Logo Patrimônio Cultural
758,"São Paulo||Redenção da Serra||-23,280350000000016  -45,5333417||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
759,"Paraíba||João Pessoa||-7,1684193999999986  -34,8641583||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
760,"São Paulo||Piracicaba||-22,72266669999999  -47,6478111||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
761,"São Paulo||Paraibuna||-23,38724170000001  -45,6633778||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
762,"São Paulo||Itanhaém||-24,183300000000006  -46,788733300000004||Não informado",Não encontrado.,SãoPaulo_Itanhaem_MônicaZarattini_2005 (5).jpg,Não encontrado.||Não informado,Edificação,Igreja Matriz de Santana
763,"Paraíba||João Pessoa||-7,1684193999999986  -34,8641583||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
764,"São Paulo||Iguape||-24,7087528  -47,5563083||Não informado",Não encontrado.,Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg||Centro_historico_de_Iguape_Sonia_Florencio.jpg,Não encontrado.||Não informado,Conjunto Urbano,"Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP||Conjunto Histórico e Paisagístico da Cidade de Iguape, SP"
765,"Paraíba||João Pessoa||-7,1684193999999986  -34,8641583||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
766,"Paraíba||João Pessoa||-7,113419600399781  -34,87549097578347||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
767,"Paraíba||João Pessoa||-7,118713000000002  -34,883843||Não informado",Não encontrado.,Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg||Igreja da Santa Casa da Misericórdia - João Pessoa - PB - Marcel Gautherot (8).jpg,Não encontrado.||Não informado,Edificação,Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada||Igreja da Santa Casa da Misericórdia - fachada
768,"Paraíba||João Pessoa||-7,114574931634678  -34,88284738191216||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
769,"São Paulo||Guarujá||-23,85700699999999  -46,128302||Não informado",Não encontrado.,guaruja_forte s filipe.jpg||guaruja_forte s filipe.jpg,Não encontrado.||Não informado,Edificação,Forte de São Felipe||Forte de São Felipe
770,"São Paulo||Guarujá||-23,994805999999993  -46,306925||Não informado",Não encontrado.,||,Não encontrado.||Não informado,Conjunto Arquitetônico,||
771,"São Paulo||Cotia||-23,606163900000006  -46,91525279999999||Não informado",Não encontrado.,cotia_sítio do pde inacio.jpg||cotia_sítio do pde inacio.jpg,Não encontrado.||Não informado,Edificação,Sítio do Padre Inácio: casa||Sítio do Padre Inácio: casa
772,"Paraíba||João Pessoa||-7,118583299999991  -34,8841639||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
773,"São Paulo||Cotia||-23,606163900000006  -46,91525279999999||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
774,"São Paulo||Carapicuíba||-23,5694611  -46,83100000000001||Não informado",Não encontrado.,carapi_2.jpg||carapi_2.jpg||carapi_2.jpg||carapi_2.jpg||carapi_2.jpg,Não encontrado.||Não informado,Conjunto Urbano,Conjunto Arquitetônico e Urbanístico da Aldeia de Carapicuíba||Conjunto Arquitetônico e Urbanístico da Aldeia de Carapicuíba||Conjunto Arquitetônico e Urbanístico da Aldeia de Carapicuíba||Conjunto Arquitetônico e Urbanístico da Aldeia de Carapicuíba||Conjunto Arquitetônico e Urbanístico da Aldeia de Carapicuíba
775,"Rio Grande do Sul||Antônio Prado||-28,8576278  -51,28308609999999||Não informado",Não encontrado.,colorida@4x.png,Não encontrado.||Não informado,Edificação,logo patrimônio cultural colorida
776,"São Paulo||Cananéia||-25,016955600000003  -47,92848609999999||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
777,"Paraíba||Lucena||-6,898480599999998  -34,8709667||Não informado",Não encontrado.,Igreja de Nossa Senhora da Guia - João Pessoa - PB - Marcel Gautherot (1).jpg,Não encontrado.||Não informado,Edificação,Capela de Nossa Senhora da Guia
778,"São Paulo||Campinas||-22,9137278  -47,0433611||São Paulo - Campinas - Centro",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
779,"Rio Grande do Sul||Antônio Prado||-28,8576278  -51,28308609999999||Não informado",Não encontrado.,Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg||Antonio Prado_RS_Paula Lovatel Soso_10082017 (1).jpg,Não encontrado.||Não informado,Conjunto Urbano,Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)||Conjunto arquitetônico e urbanístico de Antônio Prado (RS)
