,Assunto/ palavras-chave,Autor,Data,Descrição,Direitos,Identifier,Título
237,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",232||02.16.045 | 76.16/88 | 20,Santo de Roca (cabeça)||São Francisco das Aves
238,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",231||Não encontrado,"Santo de Roca (cabeça)||[São Luiz, Rei da França]"
239,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",230||Não encontrado,Santo de Roca (cabeça)||São Benedito de Palermo
240,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Minas Gerais | Religião | Século XVIII/XIX,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",229||02.25.054 | 76.08/88,Santo de Roca (cabeça)||São Boa Ventura
241,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça de correspondente ao entablamento do retábulo, composto por cornija, friso e arquitrave, que se sobrepõe à pilastra de sustentação. Policromia: azul.||Estrutura composta por entablamento em linhas retilíneas.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",226||Não encontrado||(colocar demais partes do retábulo),Retábulo [fragmento] (entablamento)
242,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça de correspondente ao entablamento do retábulo, composto por cornija, friso e arquitrave, que se sobrepõe à pilastra de sustentação. Policromia: azul.||Estrutura composta por entablamento em linhas retilíneas.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",225||83.025 | 154/94||(colocar demais partes do retábulo),Retábulo [fragmento] (entablamento)
243,04 Construção > 04.4 Fragmento de Construção,,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",222||Não encontrado,Base do Balaústre
244,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça de correspondente ao entablamento do retábulo, com superfície com vestígios de marmorizado. Policromia: bege, verde e branco.||Estrutura composta por entablamento em linhas retilíneas.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",221||Não encontrado||(colocar demais partes do retábulo),Retábulo [fragmento] (entablamento)
245,05 Interiores > 05.5 Peça de Mobiliário||Construção Religiosa | Minas Gerais | Século XIX | Serro,Não identificado,,"Policromia: azul.||Confessionário datável do século XIX, de fatura rústica e origem mineira.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",220||83.041 | 039/063 | 151/94 | MG-95.135.019,Confessionário
246,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Balaústre de mesa de comunhão (?). Policromia: bege e amarelo.||Elemento de composição de retábulo.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",219||83.040 | MG 96.133.017||(colocar demais partes do retábulo),Balaústre
247,09 Objetos Cerimoniais > 09.3 Objeto de Culto||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Base para círio pascal, com base em formato trapezoidal. Policromia: azul, amarelo e vermelho.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",218||Não encontrado||(colocar demais partes do retábulo),[Base para círio pascal]
248,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça de ornamentação de retábulo. Policromia: Azul e amarelo.||Utilização de canelura (em meia-cana) e frisos.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",217||Não encontrado||(colocar demais partes do retábulo),Retábulo [fragmento] (friso)
249,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça de ornamentação, em formato de pináculo. Policromia: bege, marrom e preto.||Elemento decorativo em formato de pináculo.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",216||Não encontrado||(colocar demais partes do retábulo),[Retábulo [fragmento] (pináculo)]
250,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça de ornamentação, em formato de pináculo. Policromia: bege, marrom e preto.||Elemento decorativo em formato de pináculo.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",215||Não encontrado||(colocar demais partes do retábulo),[Retábulo [fragmento] (pináculo)]
251,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça de ornamentação, em formato de pináculo. Policromia: bege, marrom e preto.||Elemento decorativo em formato de pináculo.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",214||Não encontrado||(colocar demais partes do retábulo),[Retábulo [fragmento] (pináculo)]
252,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça de ornamentação, em formato de arco concêntrico. Policromia: azul. Douramento||Elemento decorativo em formato de arco concêntrico.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",213||Não encontrado||(colocar demais partes do retábulo),Retábulo [fragmento] (arco)
253,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça de ornamentação do retábulo da igreja. Policromia: vermelho e amarelo.||Elemento decorativo em formato de concha estilizada.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",212||Não encontrado||(colocar demais partes do retábulo),Retábulo [fragmento] (concha)
254,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça correspondente coroamento do retábulo da igreja. Policromia: azul, vermelho e amarelo.||Apresenta elemento decorativo em concha estilizada.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",211||Não encontrado||(colocar demais partes do retábulo),Retábulo [fragmento] (coroamento)
255,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça correspondente à balaustrada, possivelmente a que separava a capela-mor do corpo da nave da igreja, também conhecida como CANCELO. Policromia: azul.||Apresenta balaústres recortados em semi-círculos invertidos.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",210||Não encontrado||(colocar demais partes do retábulo),Balaustrada
256,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça confeccionada na técnica de cantaria.||Apresenta pequeno ornamento na parte superior, em formato de espirais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",209||231/94||(colocar demais partes do retábulo),Pia de água benta
257,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça de correspondente à mísula, ornato em talha de madeira que ressalta de uma superfície. Policromia: azul.||Estrutura composta por estreitamento na parte inferior. Folhas de acanto, motivo decorativo utilizado nas representações do período barroco.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",208||Não encontrado||(colocar demais partes do retábulo),Retábulo [fragmento] (Mísula)
258,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça de correspondente ao entablamento do retábulo, composto por cornija, friso e arquitrave, que se sobrepõe à pilastra de sustentação. Policromia: azul.||Estrutura composta por entablamento em linhas retilíneas.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",207||Não encontrado||(colocar demais partes do retábulo),Retábulo [fragmento] (entablamento)
259,04 Construção > 04.4 Fragmento de Construção||Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,Não identificado,,"Peça de correspondente ao entablamento do retábulo, composto por cornija, friso e arquitrave, que se sobrepõe à pilastra de sustentação. Policromia: azul.||Estrutura composta por entablamento em linhas retilíneas.||Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",206||Não encontrado||(colocar demais partes do retábulo),Retábulo [fragmento] (entablamento)
