Altura (cm),Autor,Classificação,Condições de reprodução,Denominação,Document,Estado de conservação,Largura (cm),Link do Item,Localização atual,Material,Modo de aquisição,Número de registro,Origem,Procedência,Profundidade (cm),Situação,Técnica,Título,Data de aquisição,Armário/Estante/Mapoteca,Diâmetro (cm),Prateleira/Gaveta,Andar,Comprimento (cm),data de produção,Ano de produção,Condições de segurança,Nº anterior,Proteção legal,Conjunto com nº,Temas,Características técnicas,Características iconográficas/ornamentais,Características estilísticas,Espessura (cm),Circunferência (cm)
,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Santo de Roca,36520,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/santo-de-roca-69/,,madeira | tinta,Doação,287,Minas Gerais,"[Igreja da Purificação (Serro, MG)]",,Localizado,entalhe | policromia,Santa Margarida de Cortona,,Estante 04,,3,2º,,Séc. XVIII/XIX,,Boa,76.12/88 | 02.20.049,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,,,,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira [fragmento],36516,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-fragmento-3/,,madeira | palinha,Compra,286,Minas Gerais,Serro (MG),,Localizado,entrançado | marcenaria,,,Estante 08,,1,2º,,Séc. XIX,,Boa,83.07.II | 53/88 | 039/010,Federal | Tomb. em conjunto,42 | 49 | 50 | 56 | 57 | 59 | 60 e 62,Minas Gerais | Mobiliário | Século XIX,"Cadeira de madeira (jacarandá) e palhinha, encosto em duas traves em curvas e assento em palhinha. Não apresenta amarração.",Cadeira de manufatura singela com encosto em curvas que ultrapassam os montantes. Pernas dianteiras com joelheiras em curva e pernas posteriores levemente abauladas.,"A peça apresenta características de um dos modelos ecléticos, de origem européia, adaptados no Brasil no decorrer do século XIX, neste exemplar com adaptação do modelo Biedermeier.",,
,Michael Thonet,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira,36514,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-54/,,madeira | palinha,Compra,285,Viena (AUT),Rio de Janeiro,,Localizado,entrelaçado | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.020.VI | 70/88 | 039/032,Federal | Tomb. em conjunto,78 | 79 | 80 | 81 | 82 | 281 | 282 | 283 e 284,Mobiliário | Século XIX | Thonet Áustria,"Cadeira de madeira clara e palhinha, em estilo Thonet, composta por seis peças presas por parafusos: encosto curvo, assento circular, dois pés anteriores e elemento em curva fechada que une e reforça as pernas.","Cadeira com elementos em curva, característicos do estilo, confeccionada em faia (madeira de cor clara), na cor natural.","O móvel em estilo Thonet, conhecido como ""móvel austríaco"", foi desenvolvido pelo fabricante Michael Thonet, destacando-se pelo uso da madeira vergada.",,
,Michael Thonet,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira,36512,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-53/,,madeira | palinha,Compra,284,Viena (AUT),Rio de Janeiro,,Localizado,entrelaçado | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.020.V | 69/88 | 039/037,Federal | Tomb. em conjunto,78 | 79 | 80 | 81 | 82 | 281 | 282 | 283 e 285,Mobiliário | Século XIX | Thonet Áustria,"Cadeira de madeira clara e palhinha, em estilo Thonet, composta por seis peças presas por parafusos: encosto curvo, assento circular, dois pés anteriores e elemento em curva fechada que une e reforça as pernas.","Cadeira com elementos em curva, característicos do estilo, confeccionada em faia (madeira de cor clara), na cor natural.","O móvel em estilo Thonet, conhecido como ""móvel austríaco"", foi desenvolvido pelo fabricante Michael Thonet, destacando-se pelo uso da madeira vergada.",,
,Michael Thonet,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Cadeira,36510,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/cadeira-52/,,madeira | palinha,Compra,283,Viena (AUT),Rio de Janeiro,,Localizado,entrelaçado | marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.020.IV | 68/88 | 039/036,Federal | Tomb. em conjunto,78 | 79 | 80 | 81 | 82 | 281 | 282 | 284 e 285,Mobiliário | Século XIX | Thonet Áustria,"Cadeira de madeira clara e palhinha, em estilo Thonet, composta por seis peças presas por parafusos: encosto curvo, assento circular, dois pés anteriores e elemento em curva fechada que une e reforça as pernas.","Cadeira com elementos em curva, característicos do estilo, confeccionada em faia (madeira de cor clara), na cor natural.","O móvel em estilo Thonet, conhecido como ""móvel austríaco"", foi desenvolvido pelo fabricante Michael Thonet, destacando-se pelo uso da madeira vergada.",,
,Não identificado,06 Trabalho > 06.1 Equipamento Agrícola,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Enrolador de algodão,36495,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/enrolador-de-algodao-3/,,madeira,Compra,279,Minas Gerais,Serro (MG),,Localizado,recorte | torno,,1984,Estante 05,,1,2º,,Séc. XIX,,Boa,131/94 | 84.20,Federal | Tomb. em conjunto,,Artes e Ofícios | Minas Gerais | Século XVIII/XIX,,,,,
,Não identificado,06 Trabalho > 06.1 Equipamento Agrícola,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Descaroçador de algodão,36493,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/descarocador-de-algodao-3/,,madeira,Compra,278,Minas Gerais,Serro (MG),,Localizado,recorte | torno,,1984,Estante 05,,3,2º,,Séc. XIX,,Boa,150/94 | 84.18,Federal | Tomb. em conjunto,,Artes e Ofícios | Minas Gerais | Século XVIII/XIX,,,,,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal,36491,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-36/,,madeira,Doação,277,Minas Gerais,Minas Gerais,,Localizado,torneado,,,Estante 04,,1,2º,,Séc. XIX,,Boa,181b/94 | 85.02,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,"Ornatos: bolachas, estrangulamentos, anel e frisos em meia-cana.","Castiçal torneado, datável do séc. XIX e origem mineira.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal,36489,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-35/,,madeira,Doação,276,Minas Gerais,Minas Gerais,,Localizado,torneado,,,Estante 04,,1,2º,,Séc. XIX,,Boa,181a/94 | 85.01,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,,"Ornatos: bolachas, estrangulamentos, anel e frisos em meia-cana.","Castiçal torneado, datável do séc. XIX e origem mineira.",,
,Não identificado,05 Interiores > 05.1 Acessório de Interiores,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Moldura,36487,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/moldura-3/,,madeira | tinta,Coleta,275,Minas Gerais,Minas Gerais,,Localizado,marcenaria | policromia,,,,,,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,Instrumentos Musicais | Minas Gerais | Século XVIII/XIX,,,,,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal,36485,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-34/,,madeira,Doação,274,Minas Gerais,Minas Gerais,,Localizado,torneado,,,Estante 04,,1,2º,,Séc. XIX,,Boa,181d/94 | 85.04,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,Apresenta vestígios de pintura azul e douramento.,"Ornatos: bolachas, estrangulamentos e frisos em meia-cana.","Castiçal torneado, datável do séc. XIX e origem mineira.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal,36483,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-33/,,madeira,Doação,273,Minas Gerais,Minas Gerais,,Localizado,torneado,,,Estante 04,,1,2º,,Séc. XIX,,Boa,181c/94 | 85.03,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,Apresenta vestígios de pintura azul e douramento.,"Ornatos: bolachas, estrangulamentos, anel e frisos em meia-cana.","Castiçal torneado, datável do séc. XIX e origem mineira.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal,36481,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-32/,,madeira,Doação,272,Minas Gerais,Minas Gerais,,Localizado,torneado,,,Estante 04,,1,2º,,Séc. XIX,,Boa,178 | 84.30,Federal | Tomb. em conjunto,271,Minas Gerais | Religião | Século XVIII/XIX,,"Ornatos: bolachas, estrangulamentos e frisos em meia-cana.","Castiçal torneado, datável do séc. XIX e origem mineira.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal,36479,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-31/,,madeira,Doação,271,Minas Gerais,Minas Gerais,,Localizado,torneado,,,Estante 04,,1,2º,,Séc. XIX,,Boa,178b/94,Federal | Tomb. em conjunto,272,Minas Gerais | Religião | Século XVIII/XIX,,"Ornatos: bolachas, estrangulamentos e frisos em meia-cana.","Castiçal torneado, datável do séc. XIX e origem mineira.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal,36477,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-30/,,madeira | tinta,Doação,270,Minas Gerais,Minas Gerais,,Localizado,policromia | torneado,,,Estante 04,,1,2º,,Séc. XVIII/XIX,,Boa,179d/94,Federal | Tomb. em conjunto,267 | 268 | 269,Minas Gerais | Religião | Século XVIII/XIX,,"Ornatos: bolachas, nó bulboso, anéis, estrangulamentos e frisos.","Castiçal torneado, datável do séc. XVIII ou XIX e origem mineira.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal,36475,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-29/,,madeira | tinta,Doação,269,Minas Gerais,Minas Gerais,,Localizado,policromia | torneado,,,Estante 04,,1,2º,,Séc. XVIII/XIX,,Boa,179c/94,Federal | Tomb. em conjunto,267 | 268 | 270,Minas Gerais | Religião | Século XVIII/XIX,,"Ornatos: bolachas, nó bulboso, anéis, estrangulamentos e frisos.","Castiçal torneado, datável do séc. XVIII ou XIX e origem mineira.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal,36473,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-28/,,madeira | tinta,Doação,268,Minas Gerais,Minas Gerais,,Localizado,policromia | torneado,,,Estante 04,,1,2º,,Séc. XVIII/XIX,,Boa,179b/94 | 84.12,Federal | Tomb. em conjunto,267 | 269 | 270,Minas Gerais | Religião | Século XVIII/XIX,,"Ornatos: bolachas, nó bulboso, anéis, estrangulamentos e frisos.","Castiçal torneado, datável do séc. XVIII ou XIX e origem mineira.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal,36471,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-27/,,madeira | tinta,Doação,267,Minas Gerais,Minas Gerais,,Localizado,policromia | torneado,,,Estante 04,,1,2º,,Séc. XVIII/XIX,,Boa,179a/94 | 84.12,Federal | Tomb. em conjunto,268 | 269 | 270,Minas Gerais | Religião | Século XVIII/XIX,,"Ornatos: bolachas, nó bulboso, anéis, estrangulamentos e frisos.","Castiçal torneado, datável do séc. XVIII ou XIX e origem mineira.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal de banqueta,36469,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-de-banqueta-42/,,folha de ouro | madeira | tinta,Doação,266,Minas Gerais,Minas Gerais,,Localizado,douramento (purpurina) | entalhe | policromia | torneado,,,Estante 04,,1,2º,,Séc. XVIII,,Boa,182b/94 | 84.31.2,Federal | Tomb. em conjunto,265 | 38,Minas Gerais | Religião | Século XVIII/XIX,"Apresenta vestígios de pintura verde e vermelha, além de base de preparação e douramento.","Ornatos: flor estilizada, volutas, bolachas, estrangulamentos, anel e frisos em meia-cana.","Castiçal entalhado e torneado, de manufatura erudita, datável do séc. XVIII e origem mineira.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal de banqueta,36467,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-de-banqueta-41/,,folha de ouro | madeira | tinta,Doação,265,Minas Gerais,Minas Gerais,,Localizado,douramento (purpurina) | entalhe | policromia | torneado,,,Estante 04,,1,2º,,Séc. XVIII,,Boa,182a/94 | 84.31.1,Federal | Tomb. em conjunto,266 | 38,Minas Gerais | Religião | Século XVIII/XIX,"Apresenta vestígios de pintura verde e vermelha, além de base de preparação e douramento.","Ornatos: flor estilizada, volutas, bolachas, estrangulamentos, anel e frisos em meia-cana.","Castiçal entalhado e torneado, de manufatura erudita, datável do séc. XVIII e origem mineira.",,
,Não identificado,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Estojo de leque,36465,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/estojo-de-leque-3/,,madeira | madre pérola | metal | policromia | tartaruga | tecido,Doação,264,França,Rio de Janeiro,,Localizado,costura | fundição | machetaria | marcenaria | pintura,,,Estante 05,,3,2º,,Séc. XIX,1887,Boa,117a/94 | 85.05.2,Federal | Tomb. em conjunto,263,França | Século XIX,"Estojo confeccionado em madeira, forrado na parte externa em tartaruga e na parte interna por tecido acetinado. Fixação da tampa à estrutura do estojo através de longa dobradiça em metal (bronze dourado).",,,,
,Não identificado,12 Objetos Pessoais > 12.6 Objeto de Auxílio/Conforto Pessoais,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Leque,36463,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/leque-3/,,madre pérola | marfim | metal dourado | policromia | tecido,Doação,263,França,Rio de Janeiro,,Localizado,costura | escultura | incrustação | marchetaria | pintura,,,Estante 05,,3,2º,,Séc. XIX,1887,Boa,117/94 | 85.05.1,Federal | Tomb. em conjunto,264,França | Século XIX,"Objeto com motivos decorativos florais pintados em tecido, renda, incrustações em metal dourado e hastes em marfim. Policromia: vermelho, rosa, azul acinzentado, verde e branco",Ornatos com motivos florais (tecido) e fitomorfos (metal),,,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal de banqueta,36459,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-de-banqueta-40/,,madeira | tinta,Doação,261,Minas Gerais,Minas Gerais,,Localizado,entalhe | policromia,,,Estante 04,,1,2º,,Séc. XVIII/XIX,,Boa,177e/94 | 84.29.5,Federal | Tomb. em conjunto,257 | 258 | 259 | 260,Minas Gerais | Religião | Século XVIII/XIX,,"Ornatos: volutas, frisos, cartela e folhas de acanto.","Castiçal de banqueta, de manufatura erudita, datável do séc. XVIII ou XIX e origem mineira.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal de banqueta,36457,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-de-banqueta-39/,,madeira | tinta,Doação,260,Minas Gerais,Minas Gerais,,Localizado,entalhe | policromia,,,Estante 04,,1,2º,,Séc. XVIII/XIX,,Boa,177c/94 | 84.29.4,Federal | Tomb. em conjunto,257 | 258 | 259 | 261,Minas Gerais | Religião | Século XVIII/XIX,,"Ornatos: volutas, frisos, cartela e folhas de acanto.","Castiçal de banqueta, de manufatura erudita, datável do séc. XVIII ou XIX e origem mineira.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal de banqueta,36455,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-de-banqueta-38/,,madeira | tinta,Doação,259,Minas Gerais,Minas Gerais,,Localizado,entalhe | policromia,,,Estante 04,,1,2º,,Séc. XVIII/XIX,,Boa,177c/94 | 84.29.3,Federal | Tomb. em conjunto,257 | 258 | 260 | 261,Minas Gerais | Religião | Século XVIII/XIX,,"Ornatos: volutas, frisos, cartela e folhas de acanto.","Castiçal de banqueta, de manufatura erudita, datável do séc. XVIII ou XIX e origem mineira.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Castiçal de banqueta,36453,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/castical-de-banqueta-37/,,madeira | tinta,Doação,258,Minas Gerais,Minas Gerais,,Localizado,entalhe | policromia,,,Estante 04,,1,2º,,Séc. XVIII/XIX,,Boa,177b/94 | 84.29.2,Federal | Tomb. em conjunto,257 | 259 | 260 | 261,Minas Gerais | Religião | Século XVIII/XIX,,"Ornatos: volutas, frisos, cartela e folhas de acanto.","Castiçal de banqueta, de manufatura erudita, datável do séc. XVIII ou XIX e origem mineira.",,
