Agente,Descrição,Document,Link do Item,Número do Programa,Título
Raul Seixas,"O Estúdio F homenageia os vinte anos da morte de Raul Seixas, uma metamorfose ambulante que mudou a cara da música brasileira; um pastor que pregava o rock e acreditava na utopia de uma sociedade alternativa.

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",13549,https://www.funarte.gov.br/estudio-f/estudio-f-raul-seixas/,55,055 - Raul Seixas
Sinhô,"Um compositor que, ao lado de Caninha, Donga e Pixinguinha, formou a primeira geração de criadores do samba. Sem nenhum conhecimento teórico, ele criou um estilo próprio que contribuiu de forma decisiva para a cristalização do samba como gênero musical. Dono de melodias originais, inventivas e fáceis de memorizar, apreciava letras que falassem de dinheiro e mulher, duas coisas muito do seu agrado, assim como um boa polêmica que, de preferência, gerasse fama e prestígio.

 

 

 

O Estúdio F faz juras de amor ao talento de Sinhô. Com vocês, nosso Rei do Samba.

Ouça o programa:

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",13632,https://www.funarte.gov.br/estudio-f/estudio-f-sinho/,36,036 - Sinhô
Wilson Simonal,"Um dos nomes mais controvertidos da história da Música Popular Brasileira. Showman irresistível, capaz de transformar o público num imenso coral, passeou com desenvoltura por diversos gêneros musicais e colecionou pioneirismos. O principal deles foi tornar-se o primeiro negro brasileiro a alcançar o ponto mais alto do show business, a vender milhões de discos e a cantar para multidões.

O Estúdio F – Série Intérpretes traz de volta o som do rei da pilantragem. No ar, a ginga, o balanço e o swing de Wilson Simonal!

Leia o roteiro: EF60. Wilson Simonal

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",13509,https://www.funarte.gov.br/estudio-f/estudio-f-wilson-simonal/,60,060 - Wilson Simonal
Tim Maia,"Um compositor e intérprete tijucano que incorporou o funk e o soul à música brasileira, criando um estilo único que o tornou um dos mais populares artistas do país. De natureza rebelde e transgressora, ele foi um dos primeiros artistas nacionais a ter sua própria gravadora e controle total de sua carreira. Era do tipo que soltava os bichos quando o som não tinha a qualidade exigida por sua apurada audição. Mas, se estivesse tudo certo, era só chamá-lo que, acompanhado da inseparável Banda Vitória Régia, ele fazia a festa acontecer. Mais grave! Mais eco! Mais agudo! Mais retorno! Mais tudo! Estúdio F -Tim Maia está no ar!

Leia o roteiro: EF69.Tim Maia

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",13469,https://www.funarte.gov.br/estudio-f/estudio-f-tim-maia/,69,069 - Tim Maia
Wilson Batista,"Vamos visitar a obra de um compositor muito prestigiado entre os artistas e aqueles que se dedicam à pesquisa da nossa música, mas pouco reverenciado como merece: o sambista Wilson  Batista,

Wilson Batista nasceu em Campos, em uma família humilde, viveu a infância pescando, assistindo brigas de galo e tocando triângulo na bandinha do seu tio. Aos 15 anos mudou-se com a família para o Rio de Janeiro, onde começou a trabalhar como acendedor de lampiões. Logo passou a freqüentar as rodas boêmias da Lapa e da Praça Tiradentes.

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",31136,https://www.funarte.gov.br/estudio-f/estudio-f-wilson-batista/,3,003 - Wilson Batista
Tito Madi,"Um cantor e compositor que saiu do interior de São Paulo e conquistou o Brasil com um repertório marcado pelo romantismo e pela fossa e cuja harmonização moderna das canções influenciou a Bossa-Nova e até o Rei Roberto Carlos.

No clima de inesquecíveis noites cariocas e paulistanas, o Estúdio F, a partir de agora, é uma boate e Tito Madi, nossa atração especial.

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",13717,https://www.funarte.gov.br/estudio-f/estudio-f-tito-madi/,23,023 - Tito Madi
Pixinguinha,"Alfredo da Rocha Vianna Filho era carioca do bairro da Piedade e se tornou um dos nomes mais importantes da história da Música Popular Brasileira. Era o décimo-quarto filho de uma família musical. Logo que nasceu, em 23 de abril de 1897, recebeu da avó africana o apelido de Pizindin, que significa menino bom. Depois, por ter tido varíola - doença popularmente conhecida como bexiga –, passou a ser chamado de Bexiguinha. Da junção desses dois apelidos, surgiu o nome artístico que o consagraria para sempre.

O Estúdio F, comemorando sua centésima edição, carinhosamente apresenta Pixinguinha!

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",31656,https://www.funarte.gov.br/estudio-f/estudio-f-uma-rosa-para-pixinguinha/,14,014 - Uma Rosa Para Pixinguinha
Torquato Neto,"Um artista radical por natureza que, na sua breve passagem pelo mundo, quebrou barreiras e cultivou afinidades com todas as poéticas e estéticas marginais, da poesia à prosa, do jornalismo à música, do cinema às artes plásticas. Com seu incansável impulso criativo, pode ser considerado um dos mais produtivos artistas brasileiros de seu tempo.

O Estúdio F converte-se em homenagem a Torquato Neto, poeta inquieto que fundiu vida e obra numa trajetória artística única, inovadora, visceral.

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",13553,https://www.funarte.gov.br/estudio-f/estudio-f-torquato-neto/,53,053 - Torquato Neto
Dalva de Oliveira,"Uma cantora cuja vida marcada por amores e reviravoltas não deve em nada aos melhores folhetins. Sua potência vocal de soprano e também a afinação impecável, permitiram-lhe deixar a vida pobre e alcançar o estrelato. Já sua forma de cantar fez dela ícone de uma época, influenciando toda uma geração de cantoras. De Leny Eversong a Ângela Maria, foram várias as artistas que se renderam ao talento dessa intérprete dona de olhos verdes que hipnotizavam multidões.

Dalva de Oliveira adentra o Estúdio F para reinar na série intérpretes.

Leia o roteiro: EF71.Dalva de Oliveira

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",13465,https://www.funarte.gov.br/estudio-f/estudio-f-dalva-de-oliveira/,71,071 - Dalva de Oliveira
Nelson Gonçalves,"Um gaúcho que começou a cantar em São Paulo e virou sucesso nacional ao tentar a sorte no Rio de Janeiro. A gagueira lhe valeu o apelido de metralha, mas seu problema era apenas ao falar. Quando esse cara cantava não havia tropeços e, sim, um vozeirão potente que emocionava a todos ao servir à interpretações de canções em ritmos diversos. Nos anos 60, ele quase saiu de cena por problemas pessoais, porém soube voltar de forma triunfal. O boêmio voltou novamente. Nelson Gonçalves é o destaque desta edição do Estúdio F.",13462,https://www.funarte.gov.br/estudio-f/estudio-f-nelson-goncalves/,72,072 - Nelson Gonçalves
Cartola,"O Estúdio F homenageia os 100 anos de nascimento de Cartola, um compositor que inundou de beleza a música popular brasileira, transformando a densidade de sua vida em poesia. Seus versos com observações agudas sobre o mundo e sua musicalidade renderam-lhe admiradores entre grandes nomes da música brasileira que o consideram como o maior sambista da história. Já seu olhar peculiar foi além das combinações possíveis, mostrando-nos harmonia onde, aparentemente, só havia desencontro. Assim, uniu o verde ao rosa e, com amor e esperança, fundou a Estação Primeira de Mangueira, uma das muitas glórias de um lindo jardim, repleto de rosas geniais.

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",13454,https://www.funarte.gov.br/estudio-f/estudio-f-especial-cartola-100-anos/,74,074 - Especial Cartola 100 Anos
Sylvia Telles,"Uma moça que, como tantas outras moças de sua época, estudou no Sacré Coeur de Marie e sonhava em ser bailarina. Mas acabou sendo a voz dos primórdios da bossa nova. Atuou também com brilho no teatro e na TV, porém, foi por meio de seus discos, que ela se revelou uma cantora moderna, dona de um excelente repertório.

 

O Estúdio F – Série Intérpretes é só requinte por causa de você: Sylvinha Telles.

Leia o roteiro: EF75.Sylvia Telles

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",13452,https://www.funarte.gov.br/estudio-f/estudio-f-sylvia-telles/,75,075 - Sylvia Telles
Luiz Gonzaga,"Um artista que criou, lançou e implantou com êxito uma expressão musical para o nordeste. Ao resgatar em seu trabalho a identidade de seu povo, abriu as portas para uma série de artistas nordestinos, dando visibilidade ao celeiro de grandes compositores da região. Mas seu talento também ultrapassou fronteiras e ele continua sendo uma influência para diferentes expressões musicais de norte a sul do país.

Luiz Gonzaga, Gonzagão, Velho Lua, Rei do Baião, o Estúdio F é seu!

Leia o roteiro: EF73.Luiz Gonzaga

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",13457,https://www.funarte.gov.br/estudio-f/estudio-f-luiz-gonzaga/,73,073 - Luiz Gonzaga
