Acervo,Altura,Autor,Categoria,Classificação,Coleção,Comprimento,Código Thesaurus,Data de aquisição,Data de produção,Denominação,Destaque no acervo,Document,Fonte de aquisição,Histórico/Observação,Largura,Link do Item,Local de produção,Marcas/Inscrições,Material,Modo de aquisição,Número de registro,Procedência,Resumo descritivo,Situação,Técnica,Título,Diâmetro,Tema,Outros números,Profundidade,Peso,Exposições
Artes Visuais,125,Joaquim Angola,Interiores > Peça de Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.47,1953,Século XIX > 1816,Cômoda,Não,77173,Argemiro Pompílio de Amorim,"Móveis de guarda dotados de gavetas para guardar roupas e outros objetos, as cômodas surgem na Europa no século XVII como uma evolução a partir das antigas arcas. É também neste período que vemos o surgimento de outros móveis fechados, destinados a guardar papéis e servir como mesas para escrever, chamados genericamente de secretárias ou papeleiras. A partir do século XVIII é possível encontrar diversos móveis que acumulam as duas funções: de cômoda e de papeleira [...] móveis compostos de uma parte superior com tampo de abaixar, que serve de superfície para escrita, contendo em seu interior uma série de pequenos compartimentos para guarda de objetos e papéis, além dos gavetões para guarda de roupas, na parte inferior. (LIMA, 2016)

A cômoda-papeleira foi adquirida em 1953 pela Diretoria do Patrimônio Histórico e Artístico Nacional – DPHAN (1946-1970), através de seu representante, o Arq. Edgard Jacintho da Silva, que a comprou de Argemiro Pompílio de Amorim, por CR$ 5.000,00 cruzeiros, em Pirenópolis - GO.
Edgard Jacintho da Silva, arquiteto e fotógrafo, então Chefe da Seção de Artes, era enviado pela DPHAN, hoje IPHAN, para percorrer o Brasil em busca de obras de arte para compor os museus ainda em formação. 
“É ainda neste trabalho de Edgard Jacintho que se inicia proposta de transformar a casa de câmara e cadeia da Cidade de Goiás no Museu das Bandeiras. O arquiteto-fotógrafo trabalhará na restauração do imóvel e na implantação do museu na época em que a administração dos museus fazia parte das políticas públicas do IPHAN”. (MOURA, 2019).
Esteve várias vezes em Goiás, adquirindo uma variedade de peças museológicas, como mobiliário, peças religiosas, indumentária, documentos, partituras, entre outros. Nesse período, década de 1950, essas obras já se encontravam quase esgotadas e já eram consideradas raras. Resultado da ação de antiquários e colecionadores, que vinham a Goiás adquirir de instituições e particulares. Através dos relatos da poetisa Cora Coralina, percebemos o esvaziamento e fuga das peças goianas para fora de seus limites e da sua história. 
No livro “Museu de Arte Sacra da Boa Morte” (José Pereira de Maria, 1984) há o relato da compra de peças sacras e laicas, prestes a saírem dos limites de Goiás. Quando D. Cândido Penso consegue evitar a evasão delas, adquirindo-as de volta através de compra. Inclusive, foram essas peças as pioneiras para a montagem do Museu de Arte Sacra da Cidade de Goiás quando da sua fundação em 1969.
Argemiro Pompílio de Amorim nasceu em 22/03/1881. Filho de Hilário Alves de Amorim e Belisária Pereira da Veiga. Era advogado e pai, entre outros, de Hélios de Amorim, nascido em 1912, também advogado, com inscrição ativa mais antiga da OAB-GO (inscrição nº 197), falecido em 2004. Argemiro era casado com a Sra. Ludovina de Pina e Amorim, de tradicional família de Pirenópolis.
Argemiro foi escrivão da Recebedoria do município de Anhanguera e, em fevereiro de 1928, foi beneficiado com a concessão de um cartório na Cidade de Goiás, sendo seu tabelião titular. Fato que motivou sua família a mudar-se para a antiga capital do Estado. 
Na parte posterior da escrivaninha há uma inscrição: “10 de 1816 – Joaquim Angola”, o que nos leva a suposição de que seja o autor da peça. Obra com marchetaria, em jacarandá e peroba branca, tendo no seu interior uma belíssima pintura. Figura como um belo exemplar de mobiliário do século XIX, confeccionado por escravizados (as), forros, ou afrodescendentes.
O Museu das Bandeiras guarda o recibo de compra da cômoda-papeleira, com assinatura de Argemiro, na cidade de Pirenópolis, em 28/05/1953, o que nos leva a suposição de que a peça nunca havia saído dos limites da cidade e de que o seu feitor, Joaquim Angola, lá tivesse residência. 

Para saber mais:
LIMA, Paula Coelho M. de. A cômoda-papeleira e seus segredos. Acervo Revelado – Março, 2016. Núcleo de Preservação, Pesquisa e Documentação, Museu da Casa Brasileira - MCB.
MOURA, Rachel de Almeida. A Construção de uma memória geográfica para o Brasil: Edgard Jacintho e o sertão do IPHAN. Tese de doutorado. RJ: Universidade Federal do Rio de Janeiro, 2019.
NÓBREGA, José Claudino da. Memórias de um Viajante Antiquário. São Paulo: Editora Raízes, 198. * Livro raro, encontrado somente citações.",113,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/comoda/,Brasil > Goiás,“10 de 1816 – Joaquim Angola”,Madeira > Jacarandá | Metal | Madeira > Peroba branca,Compra,83.024/030.159,Argemiro Pompílio de Amorim,"Cômoda papeleira, de linhas retas, em madeira de 02 tons. Gavetas claras de fundo escuro e 02 painéis de tampo inclinado, escuros de fundo claro, com embutidos em filetes e ornamentados florais na cor contrastante. Corpo superior arrematado por cornijas de perfil acentuado e constituído por papeleira com escaninhos verticais e 03 gavetas intercaladas por motivos florais. Cômoda com 02 gavetas superiores e 02 gavetões com puxadores em metal e marca de espelho primitivo nas fechaduras. Ornamentação na frente e elaborada nas faces laterais. Pés retos em pirâmides truncadas invertidas, ligeiramente contraventadas.",Localizado,Técnica em Papel > Recorte,Cômoda Papeleira (escrivaninha),,,,63,,
Artes Visuais,127,Não identificado,Interiores > Peça de Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.46,1959 ou 1960,Século XVIII,Trono,,77171,Arcebispo da Arquidiocese de Goiás,"Supõe-se ter sido feita para o 1º Bispo Diocesano. Foi transferida da Arquidiocese de Goiás para o Muban. Segundo o Inventário da museóloga Lígia Martins Costa, 1963, havia um coroamento em SS, mas que já estava mutilado, e que tinha uma “...forração recente”. Conhecida como cadeira dos bispos.",70,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/trono/,Brasil > Goiás,Ausência de inscrições,Couro | Madeira,Doação,83.023/030.158,Diocese de Goiás,"Cadeira de jacarandá, Espaldar retangular com recorte na parte inferior e curvas na parte superior decorada com volutas, moldura em madeira, encosto e assento em couro. Assento trapezoidal. Braços em volutas. Pernas, as traseiras torneadas e as dianteiras em curva terminando com pés de sapata, sustentadas por 04 traves torneadas. Na parte frontal do assento, entalhe com motivos fitomórficos, tendo ao centro medalhão. Nas laterais entalhes com volutas. Entalhes com vestígios de pintura a ouro.",Localizado,Técnica em Madeira > Entalhe,Trono Episcopal,,Religioso,,54,,
Artes Visuais,30,Não identificado,Interiores > Peça de Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.45,Déc. 1950,Século XVIII,Arca,,77169,Não identificada,"Comprada por Dr. Edgard Jacinto da Silva por 80,00. Supõe-se que era usada para guarda e traslado de documentos, função de arquivo.",47,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/arca-3/,Não identificado,Ausência de inscrições,Metal > Ferro | Madeira,Compra,83.022/030.157,Não identificada,"Arca retangular, com ferragens em dobradiças saindo da parte de trás até o centro da tampa, nas laterais ferragens com alça com argola, na frente fechadura com tramela com 03 chaves com dobradiças seguindo até a tampa. Madeira encaixe.",Localizado,Não identificada,Arca,,,65,25,,
Artes Visuais,38,Não identificado,Interiores > Peça de Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.44,1954,Século XVIII,Arca,,77167,Coletoria Estadual de Goyaz,"Comprada por Dr. Edgard Jacinto da Silva. Tinha a função de cofre, era cofre para dízimo. Vide of. Exp. 24/05/1954, aquisição de arca antiga.",57,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/arca-2/,Não identificado,Ausência de inscrições,Metal > Ferro | Madeira,Compra,83.021/030.156,Coletoria Estadual de Goyaz,"Arqueta simples com ferragem antiga completa. Forma retangular, na frente 03 fechaduras diferentes c/ tramela e 03 chaves, c/ dobradiças seguindo até a tampa. Madeira encaixe.",Localizado,Não identificada,Arca,,,66,31,,
Artes Visuais,45,Não identificado,Objetos Cerimoniais > Objeto de Culto,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Acervo Museológico,,09.03.03,Déc. 1950,Século XVIII,Porta Missal,,77165,Igreja de Nossa Senhora do Pilar de Ouro Fino,"Articulado de madeira recortada em perfil caprichoso com remanescente de pintura marmorizada primitiva. Meados do Séc. XVIII. Consta no Inventário de Lígia Martins Costa, 1963.",32,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/porta-missal/,Não identificado,Ausência de inscrições,Madeira,Doação,83.020/030.155,Arraial do Ouro Fino | Igreja de Nossa Senhora do Pilar de Ouro Fino,"Porta-Missal articulado, de mesa. Sustentado por 04 pés verticais avançados p/ fora, tendo entre os pés de cada lado uma ponta recortada. Sua superfície é de dois lados com as bordas recortadas.",Localizado,Técnica em Papel > Recorte,Porta Missal,,Religioso,,,,
Artes Visuais,87,Não identificado,Interiores > Peça de Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.43,18/10/1962,Século XIX,Sofá,,77163,Diva Gonzaga,"Banco. Supõe-se (por anotações encontradas no Inventário de Lígia Martins Costa, 1963) que foram adquiridos 02 sofás, através de compra, pelo valor de 80,00 cada. Segundo D. Yeda, Regina Lacerda (SPHAN) adquiriu 02 sofás através de compra, sem palhinha, braços soltos, e com falta de 01 trave no encosto, por NCr$ 80,00 cada.",183,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/sofa/,Brasil > Goiás,Ausência de inscrições,Madeira > Jacarandá | Fibra > Fibra Vegetal > Palha,Compra,83.019/030.154,Diva Gonzaga de Siqueira,"Encosto c/ trave superior inteiriça, sustentado por 02 traves verticais formando pés traseiros em curva de onde sai encaixe, braços formando volutas, em variante de pescoço de cisne; no centro 03 traves verticais e 01 horizontal fazendo divisão p/ 04 lugares, assento c/ moldura reta c/ palhinha no centro. Pés dianteiros em ligeira cambota e travejamento lateral simples. No centro trave curva.",Localizado,Técnica em Madeira > Marcenaria | Técnica em Metal > Torneado | Técnica em Fibra Vegetal > Trançado,Sofá,,,,52,,
Artes Visuais,76,Não identificado,Objetos Cerimoniais > Objeto de Culto,09 Objetos Cerimoniais > 09.3 Objeto de Culto,Acervo Museológico,,09.03.02,1983,Século XVIII,Cruz,,77161,Igreja de Nossa Senhora do Pilar de Ouro Fino,Cruz usada para sair na procissão.,45,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/cruz/,Brasil > Goiás,Ausência de inscrições,Madeira,Doação,83.018/030.153,Arraial do Ouro Fino | Igreja de Nossa Senhora do Pilar de Ouro Fino,"Cruz pintada de verde e laranja, na parte inferior torneado em bolacha. Ponteiros torneados.",Localizado,Técnica em Pintura > Pintura | Técnica em Metal > Torneado,Cruz processional,,Religioso,35 | 46,,,
Artes Visuais,114,Não identificado,Interiores > Peça de Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,198,05.05.42,Déc. 1950,Século XIX,Cama,,77159,Maria Carlota Guedes,"Consta no livro de registro dos bens doados ao museu, 1954, vide em pct. “Acervo Museológico”.",127,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/cama-2/,Não identificado,Ausência de inscrições,Madeira,Doação,83.017/030.152,Maria Carlota Guedes,"Cabeceira em 02 sessões, a superior c/ 11 colunas torneadas, a inferior c/ 03 painéis lisos e barra recortada. Laterais em 02 sessões, a superior c/ 15 colunas torneadas, formando grade presas por trinco e fixadas por dobradiças, na parte inferior c/ trave lisa e base recortada. 04 pés retangulares c/ terminações trilobuladas do piso ao alto da cabeceira. Estrado c/ 03 tábuas sustentadas pelas cabeceiras e uma travessa.",Localizado,Técnica em Papel > Recorte | Técnica em Metal > Torneado,Cama,,,,,,
Artes Visuais,77,Não identificado,Interiores > Peça de Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.40,1983,Não identificada,Mesa,,77157,Não identificada,"Por falta de documentação constando a data de aquisição, foi registrada no ano de 1983.",175,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/mesa-10/,Brasil > Goiás,Ausência de inscrições,Madeira,Doação,83.015/030.150,Não identificada,"Em madeira tosca, tampo com 02 tábuas de encaixe, sustentado por 02 travessões verticais paralelos. 04 pernas retas sustentadas por 02 traves paralelas aos travessões.",Localizado,Técnica em Madeira > Marcenaria,Mesa cavalete,,,,88,,
Artes Visuais,81,Não identificado,Interiores > Peça de Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.39,1983,Século XIX,Mesa,,77155,Maria Dora da Luz,"Comprada de D. Maria Dora da Luz, doméstica, nascida em Goiás recebeu esta mesa por herança de sua mãe.",104,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/mesa-9/,Brasil > Goiás,Ausência de inscrições,Madeira > Jacarandá,Compra,83.014/030.149,Maria Dora da Luz,Tampo retangular com uma gaveta central. Pés torneados. Um puxador central em madeira.,Localizado,Técnica em Metal > Torneado,Mesa,,,,74,,
Artes Visuais,83,Não identificado,Interiores > Peça de Mobiliário,05 Interiores > 05.5 Peça de Mobiliário,Mobiliário,,05.05.38,1983,Não identificada,Mesa,,77153,Não identificada,Por não ter documentação constando data de aquisição foi registrado no ano de 1983.,89,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/mesa-8/,Não identificado,Ausência de inscrições,Madeira,Não identificado,83.013/030.148,Não identificada,Pés em cavalete com 04 traves. Tampo ovalado em o3 seções.,Localizado,Técnica em Madeira > Marcenaria,Mesa,,,,63,,
Artes Visuais,18,"Franzant, Memlem",Interiores > Acessório de Interiores,05 Interiores > 05.1 Acessório de Interiores,Acervo Museológico,,05.01.03,15/01/1957,Século XIX,Escarradeira,Sim,77151,Não identificada,"Adquirida por Edgard Jacintho da Silva, DPHAN, no interior do Estado de Goiás por Cr$ 300,00.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/escarradeira/,Alemanha,"“Bonh/Franzant, Mehlem”",Rocha > Argila,Compra,83.012/030.147,Não identificada,"Escarradeira de louça alemã, formato redondo. No bojo 03 carrancas em formato de cabeça de leão com boca aberta, cor de rosa, entre elas pintura de ramos verdes de flores rosa. 03 pés em forma de pata de leão, na parte superior friso rosa enfumaçado, pintura de ramo verde com 04 flores, amarela, branca e 02 rosas.",Localizado,Técnica em Louça > Modelagem | Técnica em Pintura > Pintura,Escarradeira,25,,86,,,
Artes Visuais,,Não identificado,Interiores > Utensílio Cozinha/Mesa,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,Acervo Museológico,,05.06.11,1983,Não identificada,Panela,,77149,Regina Lacerda,Por não ter documentação constando data de aquisição foi registrado no ano de 1983.,,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/panela/,Brasil > Goiás,Col. Simões nº 84,Rocha > Argila,Doação,83.011/030.146,Regina Lacerda,"Cerâmica indígena, forma arredondada co desenhos listrados de cores vermelha e preto.",Localizado,Técnica em Argila/Barro > Cerâmica,Panela,47,Etnográfico,,23,,
Artes Visuais,57,Indígena,Interiores > Acessório de Interiores,05 Interiores > 05.1 Acessório de Interiores,Acervo Museológico,,05.01.02,1983,Não identificada,Vaso,,77147,Não identificada,"Usado para acondicionar bebidas ou alimentos. Por não ter documentação constando data de aquisição, foi registrada no ano de 1983.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/vaso/,Brasil > Goiás,Ausência de inscrições,Rocha > Argila,Não identificado,83.010/030.145,Não identificada,Vaso com decoração geométrica vermelha.,Localizado,Técnica em Metal > Torneado,Vaso,18,Etnográfico,,,,
Artes Visuais,22,Índios Carajás,,15 Embalagens/Recipientes,Acervo Museológico,,15.1,29/09/1966,Século XX > 1960,Cesto,,77145,Não identificada,"Cesta artesanal comprada aos índios em Aruanã, por CR$ 200,00, em 29/09/1966. Vide lista em pct. “Acervo Museológico”. Cesta usada pelos índios Carajás para transporte de materiais.",,http://museusibramgoias.acervos.museus.gov.br/museu-das-bandeiras/cesto/,Brasil > Goiás,Ausência de inscrições,Fibra > Fibra Vegetal > Taboca,Compra,83.009/030.144,"Aruanã, Goiás",Base retangular e bojo redondo. Trançado fixado por bambu.,Localizado,Técnica em Fibra Vegetal > Trançado,Cesto indígena,31,Etnográfico,,,,
